Date,Open,High,Low,Close,Volume
31/12/13,43.55,47.94,47.94,47.94,0
1/1/14,50.33,50.33,50.33,50.33,500
2/1/14,52.84,52.84,52.84,52.84,23500
3/1/14,55.48,55.48,53.6,55.48,37000
6/1/14,58.25,58.25,58.25,58.25,3500
7/1/14,61.16,61.16,61.16,61.16,3500
8/1/14,64.21,64.21,64.21,64.21,1000
9/1/14,67.42,67.42,65.5,66.43,45000
10/1/14,69,69,64,65.54,56000
13/1/14,64.5,68.25,62.31,66.74,40000
15/1/14,68,69.49,66.6,68.61,33500
16/1/14,68.02,70.2,67.25,69.47,24500
17/1/14,71.48,72.3,71.1,72.28,20500
20/1/14,75.16,75.89,74.05,75.89,22000
21/1/14,79.65,79.68,78.68,79.68,40500
22/1/14,44.5,44.5,44.5,44.5,1500
23/1/14,46.72,46.72,46.72,46.72,1500
24/1/14,48,49.05,46.8,49.05,19000
27/1/14,51.45,51.5,46.6,46.73,19500
28/1/14,48.69,48.69,44.4,44.48,15000
29/1/14,44.39,44.39,42.26,42.3,4000
30/1/14,40.19,40.5,40.19,40.19,3000
31/1/14,38.21,39,38.21,38.84,6500
3/2/14,37.31,38.78,37.25,37.33,7000
4/2/14,36,36,35.47,35.47,6000
6/2/14,34.5,36.96,34.49,36.96,4000
7/2/14,36.11,36.11,36,36,1500
10/2/14,34.55,34.55,34.55,34.55,500
11/2/14,34.1,34.1,34.1,34.1,500
12/2/14,35.4,35.5,35.4,35.45,1500
13/2/14,36.5,37.22,36.5,37.22,4500
14/2/14,37.4,38,37.25,38,2500
17/2/14,36.7,36.7,36.1,36.1,3000
18/2/14,34.7,34.7,34.7,34.7,1500
19/2/14,34.11,36.4,34.11,36.4,2000
20/2/14,36.8,36.9,34.61,35.87,5500
21/2/14,36.89,36.89,36.89,36.89,500
24/2/14,36.89,36.89,35.4,35.5,3000
25/2/14,35.5,36,35.5,36,1000
26/2/14,35.97,35.97,35.97,35.97,1000
27/2/14,37,37,36,36,2000
28/2/14,35.97,34.2,34.2,36,1000
6/3/14,36,35.05,35.05,35.05,0
7/3/14,33.3,33.3,33.3,33.3,3500
10/3/14,31.65,32,31.64,32,5500
11/3/14,31.99,32,30.41,31.13,15500
12/3/14,31,32.68,31,31.15,27500
14/3/14,30.01,30.55,30.01,30.53,1500
17/3/14,30.3,30.3,29.01,29.01,9000
18/3/14,30.4,30.4,29.3,29.3,4000
20/3/14,29.3,29.31,29,29,2500
21/3/14,29,29,29,29,1000
24/3/14,28.26,28.28,28.26,28.26,3000
26/3/14,29,29.3,29,29.13,15000
27/3/14,30.48,29.53,29,29,11500
28/3/14,29.11,29.11,29,29,8000
31/3/14,29.6,29.6,28.41,28.41,2500
1/4/14,28.2,28.2,28.2,28.2,500
2/4/14,28.95,29.4,28.66,28.83,10000
3/4/14,29.01,30.27,28.6,30.12,22000
4/4/14,30.5,30.99,29.66,29.66,9500
8/4/14,29.6,29.98,29.5,29.5,11000
9/4/14,30.25,30.25,29.5,29.5,7000
10/4/14,29.6,30.01,29.5,30,6000
11/4/14,30,30.25,29.05,29.18,9000
14/4/14,28.3,28.3,28.3,28.3,1500
15/4/14,28,28.05,27.73,27.74,16000
16/4/14,27.05,28,27.05,27.56,8000
17/4/14,27.55,27.55,26.65,27.45,4000
22/4/14,27.9,27.9,27.9,27.9,500
23/4/14,27.01,27.01,26.75,26.75,2500
24/4/14,27.99,28,27.5,27.5,7000
25/4/14,27,27.95,27,27.95,3500
29/4/14,27,27.05,27,27,7000
30/4/14,27.89,27.89,27.89,27.89,500
2/5/14,29.27,29.27,28,28.04,7000
5/5/14,27.01,27.8,26.64,26.64,27500
6/5/14,25.31,25.98,25.31,25.51,158500
7/5/14,25.8,25.88,24.52,25.11,20500
8/5/14,25.39,25.44,25,25.3,22000
9/5/14,25,25,24.5,24.56,62000
12/5/14,25.7,25.7,24,24.84,78500
13/5/14,24.5,25,24,24.26,70500
14/5/14,24.1,25.25,24.1,24.71,62500
15/5/14,25.05,25.8,25.05,25.78,87000
16/5/14,25.1,26.4,25.1,26.22,80500
19/5/14,26.6,27.4,26.5,26.94,50500
20/5/14,27.5,27.5,26.1,27.1,47000
21/5/14,27.1,27.7,26.75,27.29,179500
22/5/14,27.3,27.3,26.41,26.42,43000
23/5/14,26.11,27.39,26.11,26.7,24000
26/5/14,26.55,26.9,26.25,26.65,15000
27/5/14,27,27,25.32,25.32,49500
28/5/14,24.06,24.06,24.06,24.06,9000
29/5/14,22.86,24.99,22.86,22.86,604000
30/5/14,22.51,23.35,22.51,23.2,41500
2/6/14,23.75,23.75,23.15,23.18,24500
3/6/14,23.11,23.11,22.6,22.99,21000
4/6/14,22.51,22.51,22.11,22.15,34500
5/6/14,22.51,22.74,22.5,22.5,5500
6/6/14,22.5,22.5,22.1,22.48,10500
9/6/14,22.3,22.3,22.1,22.1,20000
10/6/14,22.1,22.1,22,22,11000
11/6/14,21.8,22.49,22,22.49,5000
12/6/14,22.7,22.7,21.9,22.51,18500
13/6/14,22.3,22.5,22.01,22.11,21000
16/6/14,22.3,22.3,22.01,22.01,2000
18/6/14,21.2,21.9,21.1,21.85,9000
19/6/14,21.24,21.24,20.76,20.76,30000
20/6/14,20.4,21.45,20.4,21.45,1000
23/6/14,21,21.6,21,21.6,7500
24/6/14,21.5,21.85,21.5,21.85,11000
25/6/14,21.99,21.99,21,21,97000
26/6/14,21.6,21.85,21.2,21.85,11500
27/6/14,21.93,22.8,21.55,22.15,9000
30/6/14,22.29,22.49,22.29,22.49,16000
1/7/14,22.4,22.4,22,22.05,3000
2/7/14,0,21.85,21.85,22.05,2000
3/7/14,22.44,22.44,22.44,22.44,6000
4/7/14,22.05,22.44,22,22.44,2500
7/7/14,22.11,22.99,22,22.98,21000
8/7/14,22.8,22.8,22.8,22.8,1000
9/7/14,23,23,22.51,22.7,2500
10/7/14,22.12,22.24,21.57,22.2,24500
11/7/14,21.7,22.37,21.4,22.22,6000
14/7/14,22,22.5,22,22.4,10000
15/7/14,22.69,22.88,22.4,22.4,3000
16/7/14,22,22.2,22,22,12500
17/7/14,22,22.4,22,22.4,2500
18/7/14,22.01,22.01,22,22,13000
21/7/14,22,22,21,21.14,19000
22/7/14,21.45,21.5,20.55,20.7,13000
23/7/14,19.67,20.1,19.67,20.09,69500
24/7/14,19.82,20.3,19.82,20,3000
28/7/14,19.9,20.4,19.9,20.2,2500
4/8/14,20.25,20.25,19.5,19.99,13000
5/8/14,19.55,20.24,19.55,20.24,11500
6/8/14,19.53,19.53,19.52,19.52,4000
7/8/14,20.19,20.19,19.5,19.72,14000
11/8/14,18.8,19.49,18.72,18.72,15500
12/8/14,19.44,19.45,18.1,18.51,23500
13/8/14,18.4,19.24,18.4,19,5500
15/8/14,19,19,18.85,19,8000
18/8/14,19.44,19.44,19.44,19.44,1000
19/8/14,18.65,20,18.5,19.23,25000
20/8/14,19.64,19.65,19,19.59,3500
21/8/14,19.99,20,19.4,19.4,41000
22/8/14,19.4,19.75,19.3,19.75,2000
25/8/14,19.6,19.6,19.1,19.5,4500
26/8/14,19.05,19.9,19.05,19.9,65500
27/8/14,20.74,20.74,19.25,19.41,3500
28/8/14,18.5,19.25,18.5,19.25,3000
29/8/14,19.89,20.25,19.4,19.71,136500
1/9/14,19.15,19.74,19.15,19.52,5500
2/9/14,19.22,19.88,19.2,19.51,16000
3/9/14,19.56,19.56,19.55,19.55,2000
4/9/14,19.95,20.55,19.95,20.55,127500
5/9/14,20.99,21.25,20.6,20.81,27000
8/9/14,21,21,20.65,20.85,7500
9/9/14,20.65,20.99,20.53,20.99,5000
10/9/14,20.01,21.7,20.01,21.24,20000
11/9/14,21.02,21.8,21.02,21.3,17500
12/9/14,21.88,21.88,21.26,21.55,10500
15/9/14,21.5,22.49,21.5,22,15000
16/9/14,21.69,22.4,21.69,22.35,7000
17/9/14,22.4,22.9,22.4,22.85,9500
18/9/14,22.85,23,22.31,23,22500
19/9/14,23,23.25,23,23.05,2500
22/9/14,23,23.25,23,23.15,3500
23/9/14,23.88,23.94,22.5,22.57,66500
24/9/14,22.15,23,22.15,22.97,16500
25/9/14,22.4,23.13,22.3,22.56,34000
26/9/14,23.5,23.5,22,22.11,25000
29/9/14,0,22.5,22.5,22.11,500
30/9/14,21.52,21.52,21.5,21.5,4500
1/10/14,21.51,22,21.51,22,3000
3/10/14,22,22,21.61,21.62,15000
9/10/14,22,22,22,22,1500
13/10/14,22,22.5,21.86,22.5,12500
14/10/14,22.95,23.3,22.7,23.12,54500
15/10/14,23.16,24,23.16,23.65,46500
16/10/14,24,24.2,23.4,23.63,73000
17/10/14,23.85,23.85,23.08,23.46,40000
21/10/14,23.74,23.75,22.9,22.9,15000
22/10/14,22.32,23.35,22.32,23.23,9500
23/10/14,22.81,23.37,22.8,23.37,2500
27/10/14,23,23,22.63,22.63,8000
28/10/14,22.15,22.5,22.11,22.5,2000
29/10/14,22.2,22.31,22.2,22.29,8000
30/10/14,22.5,22.5,22.1,22.1,3000
31/10/14,21.9,23,21.22,21.22,42500
5/11/14,22.28,22.28,21.9,22.28,30500
6/11/14,22.9,23.2,22.1,22.4,60000
7/11/14,22.31,22.5,22.25,22.31,13500
10/11/14,22.25,22.7,22,22.7,26000
11/11/14,22.79,23.4,22.75,23.37,17000
12/11/14,23.5,23.59,22.9,22.9,15000
13/11/14,23,23.88,23,23.2,46000
14/11/14,23.45,23.5,22.87,23.04,13500
17/11/14,22.81,23,22.8,22.8,5500
18/11/14,22.77,22.77,22.11,22.2,14000
19/11/14,22.5,23,22.5,22.99,40500
20/11/14,22.5,22.6,22,22.06,35500
21/11/14,22.7,23.1,22.5,23,25000
24/11/14,23,23.85,22.85,23.01,34500
25/11/14,22.52,23.4,22.51,23.3,19000
26/11/14,23.3,23.75,23,23.1,41000
27/11/14,23.1,23.1,23,23,10500
28/11/14,23.45,23.45,23,23.45,2000
1/12/14,22.65,23,22.65,23,3000
2/12/14,23.25,24,23.16,23.91,50000
3/12/14,24.75,25,23.8,24.31,73500
4/12/14,24.4,24.45,24.01,24.15,11000
5/12/14,23.53,24.1,23.53,24.07,67500
8/12/14,24.4,24.6,24,24,9000
9/12/14,24.15,24.15,24.1,24.13,4000
10/12/14,23.86,24,23.85,24,11000
11/12/14,24.4,24.5,23.8,23.84,39000
12/12/14,24.49,24.49,23.88,24.07,12000
15/12/14,24.45,24.45,24.45,24.45,1000
16/12/14,23.56,23.56,23.25,23.25,5500
17/12/14,22.65,23.65,22.65,22.79,4000
18/12/14,22.6,23.84,22.6,23.6,9000
19/12/14,23.7,24.75,23.5,24,46000
22/12/14,23.5,23.5,23,23.01,8000
23/12/14,22.6,23,22.6,22.66,17500
24/12/14,22.98,22.98,22.5,22.6,8000
26/12/14,22.65,22.65,22.5,22.5,4500
29/12/14,22.75,23.5,22.01,22.55,30500
30/12/14,23.48,23.48,22.5,22.89,14500
31/12/14,23.1,23.1,22.1,22.42,19500
1/1/15,23.15,23.15,22.25,22.31,16500
2/1/15,22.8,23.42,22.79,23.32,227500
5/1/15,24.48,24.48,23.51,24.3,780000
6/1/15,23.41,23.7,23.09,23.09,138500
7/1/15,22.5,22.69,21.94,22.14,47500
8/1/15,22.3,22.3,21.96,22.07,5500
9/1/15,22.01,22.2,22,22.18,6500
12/1/15,22,22.05,21.65,21.7,12500
13/1/15,21.54,22.45,21.51,22.45,14500
14/1/15,22.45,22.5,22.45,22.5,4500
15/1/15,22.9,23,22.75,22.98,38000
16/1/15,22.5,22.5,22.17,22.49,9500
19/1/15,22.5,22.5,22.01,22.42,9000
20/1/15,22.02,22.5,22.02,22.5,9500
21/1/15,22.43,22.45,22.29,22.36,11000
22/1/15,22.73,22.73,22.27,22.27,2000
23/1/15,21.71,22,21.5,21.79,25500
26/1/15,21.8,22.33,21.8,22.1,14000
27/1/15,21.85,22,21.85,22,4500
28/1/15,21.82,21.97,21.16,21.33,8500
29/1/15,21.94,21.94,21.94,21.94,1500
30/1/15,21.06,21.06,21.01,21.01,12000
2/2/15,21.76,21.85,21.26,21.26,15000
3/2/15,20.5,22,20.5,21.79,33000
4/2/15,22,22.15,21.5,21.52,16500
6/2/15,21.52,21.65,21.52,21.6,4000
9/2/15,21.5,21.6,21.25,21.5,12500
10/2/15,21.3,21.3,21.2,21.2,2000
12/2/15,20.81,20.81,20.14,20.48,22500
13/2/15,20.5,20.75,20.5,20.75,4000
16/2/15,20.3,20.5,20.3,20.5,1500
17/2/15,20.49,20.85,20.2,20.2,5000
18/2/15,20.75,20.84,20.41,20.41,2500
19/2/15,20.95,21,20.95,21,2000
20/2/15,20.65,20.7,20.11,20.7,11000
23/2/15,20.69,21,20.25,20.83,24000
25/2/15,20.9,20.9,20.5,20.5,6500
26/2/15,20.75,20.79,20.3,20.3,3000
27/2/15,20.3,20.3,20.25,20.25,2000
2/3/15,20,20,19.75,19.75,6000
3/3/15,19.5,20.19,19.5,20.19,1000
4/3/15,20,20,19.99,20,3000
5/3/15,20,20,19.55,20,3500
6/3/15,19.75,20.29,19.55,19.73,6500
9/3/15,19.61,19.61,19.6,19.6,1500
10/3/15,19.2,19.45,19,19.45,10500
11/3/15,19.29,19.3,19.02,19.2,7000
12/3/15,19,19.05,19,19.05,3000
13/3/15,19,19,19,19,1000
18/3/15,18.16,19,18,18.3,9500
19/3/15,18,18,18,18,500
24/3/15,18.1,18.1,18.1,18.1,2500
25/3/15,18,18.45,18,18.45,6000
26/3/15,18,18,18,18,2000
27/3/15,17.5,17.5,17.1,17.18,2500
30/3/15,16.18,17.25,16.18,16.23,18500
31/3/15,17,17.23,17,17.16,16500
1/4/15,17,17,17,17,500
2/4/15,17.01,17.5,17,17.49,3000
6/4/15,17.5,18.09,17.5,18.09,11000
7/4/15,18.01,18.3,18,18.3,3500
8/4/15,18.5,18.5,18.5,18.5,500
9/4/15,18.5,18.5,18.5,18.5,1000
13/4/15,18.5,18.5,18.05,18.23,2500
14/4/15,18,18.2,18,18.2,1500
15/4/15,18.5,18.5,18.03,18.03,2000
17/4/15,18.9,18.9,18.9,18.9,500
20/4/15,19,19,19,19,1000
22/4/15,18.5,19.68,18.5,19.68,4500
24/4/15,19,20.19,19,20.13,22000
27/4/15,19.15,20.3,19.13,20.22,15500
28/4/15,19.23,19.89,19.21,19.89,6500
29/4/15,19.01,19.47,18.89,18.89,5000
30/4/15,18.5,18.5,18.5,18.5,1500
4/5/15,18.1,18.49,18,18.49,4000
5/5/15,18.5,19.49,17.49,17.53,212000
6/5/15,17.5,18,17.5,18,23000
7/5/15,17.5,17.8,17.5,17.65,4500
8/5/15,17.8,17.8,17.55,17.8,1000
11/5/15,17.51,17.51,17.06,17.5,9500
12/5/15,17.6,17.75,17.6,17.75,1500
13/5/15,0,17.3,17.3,17.75,2000
14/5/15,17.8,17.8,17.5,17.5,2000
15/5/15,17.75,18,17.55,18,12500
21/5/15,17.99,17.99,17.5,17.99,2000
22/5/15,18,18.5,18,18,5000
25/5/15,18.77,19,18.65,19,74000
26/5/15,19,19.9,18,18,52000
27/5/15,17,17.49,17,17.19,66500
28/5/15,17.49,17.5,17,17,6500
29/5/15,17.48,17.49,17.01,17.04,6000
1/6/15,17.5,17.5,17.3,17.3,4500
2/6/15,17.8,17.95,17.66,17.7,24000
3/6/15,17.36,17.4,17.35,17.4,2500
4/6/15,17.41,17.5,17.4,17.5,14000
5/6/15,17.34,17.35,17.34,17.34,2500
8/6/15,17.2,17.2,17,17.16,20000
9/6/15,17.03,17.25,17.03,17.2,10000
10/6/15,17.03,17.27,17,17.27,31500
11/6/15,17.27,17.3,17.2,17.3,3000
12/6/15,17.25,17.45,17.25,17.45,2000
15/6/15,17.22,18,17.2,17.96,11000
16/6/15,17.38,17.69,17.38,17.69,2000
17/6/15,17.8,17.84,17.5,17.5,2500
18/6/15,17.36,18.5,17.36,18.5,30500
19/6/15,18.65,19.49,18.65,19.1,38500
22/6/15,18.5,19,18.31,18.93,12000
23/6/15,18.89,18.89,18.5,18.5,2000
24/6/15,18,18.5,18,18.5,3500
25/6/15,18.11,18.36,18.1,18.23,7500
26/6/15,18.15,18.5,18.15,18.45,15500
30/6/15,17.71,18.5,17.71,18.1,2000
1/7/15,18.89,19.1,18.52,19.04,57500
2/7/15,19.89,20.04,19.89,20.04,25500
3/7/15,21.04,21.04,20,21.04,92500
6/7/15,22,22.09,22,22.09,48500
7/7/15,22.99,23.14,22.65,22.68,71000
8/7/15,22.2,22.7,22.2,22.33,8500
9/7/15,23.25,23.25,21.5,21.54,30500
10/7/15,22,22,21.5,21.56,27500
13/7/15,21.25,21.4,21.2,21.23,10500
14/7/15,21.4,21.4,21.02,21.1,4500
15/7/15,20.81,21.38,20.81,21.38,4500
16/7/15,21.49,22.44,21.49,22.2,77000
22/7/15,22.85,23,22.25,22.54,29000
23/7/15,22.5,22.5,22.15,22.32,11500
24/7/15,21.8,22.9,21.8,22.14,36000
27/7/15,21.9,21.9,21.5,21.5,20500
28/7/15,21.35,21.65,21.35,21.65,4000
29/7/15,20.86,21.95,20.86,21.65,21500
30/7/15,21.5,21.5,21.5,21.5,1000
31/7/15,20.6,21.35,20.43,21.15,52000
3/8/15,20.99,22.2,20.99,22.1,109500
4/8/15,22.95,22.95,21.5,22.28,38000
5/8/15,22,22,21.17,21.53,70000
6/8/15,21.5,22.28,21.35,22,17500
7/8/15,22.19,23.1,22.01,22.53,189500
10/8/15,22.52,22.6,22.3,22.6,20000
11/8/15,22.5,23.73,22.5,23.73,240500
12/8/15,24.49,24.91,23.51,24.64,325500
13/8/15,25.05,25.5,24.85,24.89,79000
17/8/15,25.8,25.8,24.4,24.71,23500
18/8/15,24.7,24.7,24,24.32,13500
19/8/15,23.71,23.72,23.7,23.7,11000
20/8/15,23.65,23.9,23.5,23.52,19000
21/8/15,23,24.69,22.4,23.35,27500
24/8/15,22.2,22.21,22.19,22.19,20000
25/8/15,21.4,22.48,21.4,22.48,15000
26/8/15,22.5,22.59,22,22.47,10000
27/8/15,22.95,23,22.95,23,2000
28/8/15,23,23.9,23,23.9,10500
31/8/15,23,23,23,23,1000
1/9/15,23,24.15,23,24.12,176000
2/9/15,24.88,25.3,24.49,25.3,16500
3/9/15,25.5,25.5,24.04,24.05,74000
4/9/15,23.1,24.5,22.85,23.95,147000
7/9/15,23.03,24.46,23.03,24.1,8500
9/9/15,24.2,25.3,24.2,25.25,234000
10/9/15,25.15,26.3,24.6,25.79,120000
11/9/15,24.8,26,24.51,24.51,431500
14/9/15,23.38,23.78,23.29,23.54,43000
16/9/15,23.99,23.99,23.99,23.99,500
17/9/15,24,24.95,23,23.39,34500
22/9/15,23.4,23.9,23.4,23.9,1000
23/9/15,24.75,24.75,23,23.17,3000
28/9/15,22.12,22.22,22.02,22.03,43500
29/9/15,22.38,23.13,22.03,22.97,18500
30/9/15,23.3,23.95,22.2,23.57,26500
1/10/15,22.6,23.79,22.4,22.4,164000
2/10/15,21.52,21.8,21.28,21.28,133500
5/10/15,20.8,21.5,20.22,20.31,181500
6/10/15,20.95,21,20.5,20.89,27000
7/10/15,21,21.1,20.51,21.1,4000
8/10/15,21.1,21.1,20.5,20.5,16500
9/10/15,20.5,21.15,20.5,20.83,2500
12/10/15,21,21,20.5,20.56,15500
13/10/15,20.49,20.8,20.49,20.73,7000
14/10/15,20.8,20.8,20.8,20.8,7000
15/10/15,20.61,20.61,20.5,20.5,17500
16/10/15,20.97,20.97,20.92,20.96,11500
19/10/15,21,21,20.6,21,26500
20/10/15,21.43,21.43,20.9,21,3000
21/10/15,20.45,20.65,20.45,20.65,1000
22/10/15,20.5,20.5,20.5,20.5,1500
26/10/15,20.99,21,20.3,20.31,18000
27/10/15,20.1,20.1,20.05,20.05,1500
28/10/15,19.92,19.95,19.12,19.79,15000
29/10/15,20,20,19.75,19.76,14500
30/10/15,19.6,19.6,19.5,19.6,4500
2/11/15,19.45,19.5,19.45,19.45,15500
3/11/15,19.21,19.22,19.21,19.21,13000
4/11/15,19.64,19.67,19.64,19.67,1500
5/11/15,19.5,19.7,19.5,19.5,7500
6/11/15,19.25,19.5,19.11,19.3,11000
9/11/15,19.55,20,19.55,19.83,32500
10/11/15,19.56,19.56,19.22,19.5,4000
11/11/15,19.5,19.5,19.22,19.25,16000
12/11/15,20.14,20.15,20.14,20.15,1500
13/11/15,20,20.38,20,20.38,2000
16/11/15,20,20,20,20,1000
17/11/15,20,20.1,20,20,3000
18/11/15,20.01,20.01,20.01,20.01,1500
19/11/15,20,20.69,20,20,7000
20/11/15,20,20,20,20,9500
23/11/15,20.01,20.35,19.6,20.35,5000
24/11/15,20.4,20.4,20.2,20.2,10500
25/11/15,0,0,0,20.2,0
26/11/15,20.39,20.39,20.29,20.29,1500
27/11/15,0,0,0,20.29,0
30/11/15,20,20,19.6,19.83,14000
1/12/15,20.5,20.55,19.01,19.01,15500
2/12/15,19.74,19.74,19.7,19.7,10500
3/12/15,18.81,20.2,18.81,20.19,4000
4/12/15,20.5,20.5,20.48,20.49,14000
7/12/15,0,20.05,20.05,20.49,4000
8/12/15,20.45,20.49,20,20.49,10000
9/12/15,20.95,21.05,20.78,20.8,3000
10/12/15,20.65,20.65,20.35,20.35,26000
11/12/15,20.74,20.75,20.1,20.3,18500
14/12/15,20.5,20.5,20.3,20.3,10000
15/12/15,0,20.75,20.75,20.3,1000
16/12/15,0,20.59,20.59,20.3,1500
17/12/15,20.3,20.3,20.3,20.3,500
18/12/15,20.89,20.95,20.02,20.02,3000
21/12/15,0,0,0,20.02,0
22/12/15,20,20,20,20,2500
23/12/15,19.6,19.6,19.6,19.6,6000
28/12/15,20.2,20.29,20.2,20.29,1000
29/12/15,20.8,21.3,20.3,21.3,47000
30/12/15,22,22.36,22,22.36,151500
31/12/15,22.95,23.45,21.35,21.35,309000
1/1/16,20.4,20.75,20.4,20.5,42000
4/1/16,20.01,20.01,20,20,5000
5/1/16,20.49,21,20.49,21,33500
6/1/16,21.89,22.05,21.36,22.05,51500
7/1/16,22.5,23.15,22.03,22.03,41500
8/1/16,22.9,23.09,22.9,23.08,9000
9/1/16,22.9,23.09,22.9,23.08,9000
10/1/16,22.9,23.09,22.9,23.08,9000
11/1/16,22.53,22.55,22.5,22.51,21000
12/1/16,23.39,23.39,21.81,22,2500
13/1/16,22.39,22.39,22.25,22.25,1500
14/1/16,21.5,21.74,21.25,21.74,62500
15/1/16,21.02,21.25,21,21.1,7000
18/1/16,20.13,20.13,20.05,20.1,7500
19/1/16,20.11,20.2,20.11,20.2,1500
20/1/16,20,20.4,20,20.4,1000
21/1/16,20,20.5,20,20.5,3000
22/1/16,20.02,20.9,20.02,20.9,5500
25/1/16,21.49,21.9,21.49,21.9,4000
26/1/16,22.5,22.75,22.5,22.68,3500
27/1/16,22.15,23.8,22.15,22.55,30500
28/1/16,22.25,22.25,21.71,22,8500
29/1/16,22.9,22.9,21.75,21.75,7500
1/2/16,21.31,21.31,21.3,21.3,1000
2/2/16,22.35,22.36,21.81,21.82,61000
3/2/16,21.81,22.35,21.81,22.35,4000
4/2/16,22,22,21.5,21.61,13000
8/2/16,21.6,21.99,21.6,21.6,4500
9/2/16,22,22,22,22,5500
10/2/16,22,23.1,22,23.1,36000
11/2/16,23.9,23.9,22.5,23,21500
12/2/16,23,23.2,22.3,22.84,10500
15/2/16,22.51,22.6,22.5,22.5,6000
16/2/16,22.79,22.79,22,22.03,12500
17/2/16,22.74,22.74,22.74,22.74,1500
18/2/16,22.16,22.16,22,22,5000
19/2/16,21.78,21.78,21.78,21.78,51000
22/2/16,21.5,21.5,20.85,20.92,15000
23/2/16,21,21.96,21,21.96,15000
24/2/16,0,0,0,21.96,0
25/2/16,0,0,0,21.96,0
26/2/16,0,0,0,21.96,0
29/2/16,0,0,0,21.96,0
1/3/16,0,0,0,21.96,0
2/3/16,0,0,0,21.96,0
3/3/16,21.3,21.3,21.01,21.01,6500
4/3/16,21.4,21.4,21.4,21.4,8000
7/3/16,21.77,22.15,21.77,22.15,10000
8/3/16,22.8,22.8,22.8,22.8,500
9/3/16,21.71,22.7,21.71,22.69,5500
10/3/16,22.51,22.51,22.1,22.1,2000
11/3/16,0,0,0,22.1,0
14/3/16,0,0,0,22.1,0
15/3/16,22,22,22,22,500
16/3/16,22.48,23.1,22,22,66000
17/3/16,22.9,23.1,22.89,23.1,46500
18/3/16,24.25,24.25,23.99,24.2,336000
21/3/16,23.4,25.41,22.99,24.04,78500
22/3/16,24.01,24.9,23.3,24.15,81000
24/3/16,0,0,0,24.15,0
25/3/16,24.24,24.24,24.24,24.24,500
28/3/16,25.2,25.3,23.3,23.31,35500
29/3/16,23.36,23.6,22.95,23,46000
30/3/16,22.99,23.34,22.99,23.34,9000
31/3/16,22.6,22.6,22.6,22.6,2000
1/4/16,22.99,23,22.99,22.99,2000
4/4/16,22.6,22.6,22.5,22.5,37500
5/4/16,22.5,22.5,22.49,22.5,4000
6/4/16,22.5,22.5,22.5,22.5,1500
7/4/16,22.5,22.5,22.34,22.34,4500
8/4/16,22.4,22.5,22.25,22.5,27000
11/4/16,22.31,22.31,22.3,22.3,6000
12/4/16,22,22.1,22,22.1,1500
13/4/16,22.1,22.1,21.9,21.9,8000
14/4/16,22,22,21.98,22,4500
15/4/16,22,22.79,22,22.79,6000
18/4/16,22.49,23.1,22.49,22.75,19500
19/4/16,22.5,22.5,22.05,22.3,10000
20/4/16,22.17,22.25,22.17,22.25,6000
21/4/16,22.5,22.5,22.25,22.25,6500
22/4/16,22.35,22.5,22.35,22.5,1500
25/4/16,22.4,22.5,22.4,22.4,4000
26/4/16,22.12,22.15,22.12,22.12,5500
27/4/16,22.49,22.5,22,22,7000
28/4/16,22.4,22.59,22.4,22.4,13500
29/4/16,0,0,0,22.4,0
2/5/16,22.49,22.5,22.3,22.3,7000
3/5/16,22,22.5,22,22.49,7000
4/5/16,22.1,22.48,22.1,22.48,2500
5/5/16,22.49,22.49,22.2,22.49,3000
6/5/16,22.4,22.5,22,22,15000
9/5/16,0,0,0,22,0
10/5/16,22.39,22.6,22.25,22.6,49000
11/5/16,0,0,0,22.6,0
12/5/16,22.12,22.12,22,22.06,13500
13/5/16,0,0,0,22.06,0
16/5/16,21.9,21.9,21.9,21.9,500
17/5/16,21.31,21.7,21.3,21.65,5000
18/5/16,21.67,21.75,21.67,21.73,2000
19/5/16,22.35,22.35,22.2,22.2,2000
20/5/16,22.35,22.4,22,22.08,7500
23/5/16,22.4,22.6,22.39,22.5,54000
24/5/16,22.5,22.6,22.5,22.6,16000
25/5/16,22.6,23.73,22.57,23.73,265000
26/5/16,24,24.91,23.52,24.91,287500
27/5/16,26.15,26.15,26.15,26.15,19000
30/5/16,27.45,27.45,27.45,27.45,67500
31/5/16,28.81,28.82,28.81,28.82,109000
1/6/16,28.84,29.69,28.2,28.53,448500
2/6/16,28.25,28.4,27.11,27.11,196500
3/6/16,26.72,27.3,26,26.33,74500
6/6/16,26.06,26.98,26.06,26.7,18000
7/6/16,26.85,26.85,25.75,26.07,16000
8/6/16,26,27.15,25.02,27,158500
9/6/16,27,27,26.4,26.44,24000
10/6/16,26.05,26.1,25.81,25.88,28000
13/6/16,26,26.7,25.75,26.62,42000
14/6/16,26.82,26.84,26.21,26.39,17500
15/6/16,26.39,26.39,25.76,26.01,77000
16/6/16,26,26.45,26,26.08,40000
17/6/16,26.25,27,26.25,26.65,99500
20/6/16,26.45,27.98,26.45,27.75,65500
21/6/16,27.5,28.43,27.5,28.36,26500
22/6/16,28.2,28.59,28,28.01,20000
23/6/16,28,28,27.5,27.9,11500
24/6/16,27.75,28.38,26.7,27.23,13500
27/6/16,26.9,27,26.9,27,15000
28/6/16,27.02,27.24,26.75,27.07,17500
29/6/16,27.5,28.42,27.3,28.4,31500
30/6/16,29.4,29.82,29,29.82,222000
